"handle","name","content","replies","retweets","favorites","unix_timestamp","date","url","__url"
"@FriendEden100","Arctic Friend","What idiot seeks shelter, but leaves their dog behind? Praying for all animals abandoned #HurricaneHarvery ","28","87","128","1503872227000","27 Aug 2017","/FriendEden100/status/901931608948781056","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@MarianneM67","marie 🥀"," PLEASE SEND HELP AND RETWEET, Kristi Hammerly is stuck at 8015 Serenity Court Houston, TX and needs immediate help! #HurricaneHarvery","14","191","102","1503872027000","27 Aug 2017","/MarianneM67/status/901930772885622787","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@KayaJones","Kaya Jones","Sending everyone prayers  to everyone in the path of #HurricaneHarvery My heartfelt condolences to all who have been harmed. ","5","55","137","1503869953000","27 Aug 2017","/KayaJones/status/901922070459686912","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@BlacksWhoBlog","Blacks Who Blog  ✍🏾","Wow...!!! We need to keep The State of Texas and all those affected by this Hurricane in our prayers ... #HurricaneHarvery https://twitter.com/_creamofthecrap/status/901872377805623297 …","3","82","118","1503864943000","27 Aug 2017","/BlacksWhoBlog/status/901901058015977473","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Ctycksen","Chris Tycksen","Before & After view of downtown Houston in 24 hours. #HurricaneHarvery #houstonflooding #houston @CNN @FoxNews @abc13houston @zerohedge","3","127","101","1503864577000","27 Aug 2017","/Ctycksen/status/901899524825894912","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JohnCornyn","Senator John Cornyn","Appreciate call from @SecPriceMD about possible Houston hospital evacuations. Great fed-state-local cooperation #HurricaneHarvery","34","33","100","1503863432000","27 Aug 2017","/JohnCornyn/status/901894722100371456","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@king_hdb","Jr  🥵","I did it for Lil Saint #HurricaneHarvery ","1","58","149","1503863144000","27 Aug 2017","/king_hdb/status/901893512240779264","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@DiannaDeLaGarza","Dianna De La Garza","Praying for all who are being rescued right now!! #PrayersforTexas #PrayForHouston #HurricaneHarvery  https://twitter.com/breaking911/status/901889813254742017 …","21","94","326","1503862761000","27 Aug 2017","/DiannaDeLaGarza/status/901891906497478656","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@RNRKentucky","RNR Kentucky","Take a look at these photos of devastation & please continue for Texas

#HurricaneHarvery #RedNationRising 

http://ijr.com/the-declaration/2017/08/958234-17-images-show-hurricane-harvey-left-devastating-mark-humanity/?utm_campaign=Conservative%20Daily&utm_source=hs_email&utm_medium=email&utm_content=55683064&_hsenc=p2ANqtz-9U6Wzr6tkD2KJ61d2UDEiXuPOqeawY3XrUnTKpAB3Ly28lHzkS1ou4MbN0OoIiLjXh6O9UvsqbIOeXUh03OcAh2DoCEA&_hsmi=55683064 …","4","49","33","1503862460000","27 Aug 2017","/RNRKentucky/status/901890645274583040","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@bocavista2016","Boca Vista"," #BREAKING 

Houston Mayor Sylvester Turner encouraged residents NOT to evacuate

#Trump #MAGA #TexasFlood #HoustonFlood #HurricaneHarvery ","9","76","49","1503861996000","27 Aug 2017","/bocavista2016/status/901888698006036481","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@JennKaytin","Jenn Kaytin Robinson","Great thread with multiple links to help in the wake of #HurricaneHarvery.  ","2","104","154","1503861649000","27 Aug 2017","/JennKaytin/status/901887242762723328","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@danielsalexis77","lexx","#HurricaneHarvery dad coming at you with the update.. ","2","49","121","1503860126000","27 Aug 2017","/danielsalexis77/status/901880852442959872","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@bennydiego","bennydiego✯","Sorry Houston, we are working on a wall instead. #HurricaneHarvery ","2","47","53","1503859941000","27 Aug 2017","/bennydiego/status/901880078409154561","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@shaunpcassidy","Shaun Cassidy","Tremendous opportunity to open your hearts and your homes to people now made homeless in Texas.  #airbnb #HurricaneHarvery #houstonflood","11","48","170","1503859267000","27 Aug 2017","/shaunpcassidy/status/901877252966703104","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@RNRKentucky","RNR Kentucky","'Gotta' LOVE 'Survivor Otis' after storm. Not a stray dog & he made his way home with bag of dog food#HurricaneHarvery 
#RedNationRising","22","259","489","1503859105000","27 Aug 2017","/RNRKentucky/status/901876570603880449","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@BaileeMadison","Bailee Madison","Two of the many faces of those who have been struck by #HurricaneHarvery ... my heart is aching, & my prayers are with all of you.. ","3","73","646","1503858079000","27 Aug 2017","/BaileeMadison/status/901872266740420609","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@blogdiva","Liza Sabater  🇵🇷 👸🏾 🌹"," HELP 
 SPREAD
 THIS 
 LIST 
 OF 
 HOUSTON 
 CHARITIES
#HurricaneHarvery
#HoustonFloods https://twitter.com/QueerKreolQueen/status/901841242778193920 …","3","433","147","1503857552000","27 Aug 2017","/blogdiva/status/901870057076219904","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@KasimReed","Kasim Reed","Our thoughts and prayers are with the people of @HoustonTX and Mayor @SylvesterTurner. The @Cityofatlanta stands with you. #HurricaneHarvery","1","48","162","1503856900000","27 Aug 2017","/KasimReed/status/901867325175058434","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@USCG","U.S. Coast Guard","People in #HurricaneHarvery distress can call the following #USCG numbers:

281-464-4851
281-464-4852
281-464-4853
281-464-4854
281-464-4855","208","12K","7.5K","1503856054000","27 Aug 2017","/USCG/status/901863774013009920","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@haileymerchant","Halo","this weather is wack #HurricaneHarvery ","2","21","62","1503856028000","27 Aug 2017","/haileymerchant/status/901863664336207873","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@DannyMataJr","Danny Mata KRDO","This is 610 South at Post Oak. You see the big truck under water? DON'T RISK IT. #HoustonFlood #HurricaneHarvery #Houston","7","93","66","1503855971000","27 Aug 2017","/DannyMataJr/status/901863429023125507","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@DwightHoward","Dwight Howard","My Thoughts & Prayers   For My Houston Fans and All Those Affected By #HurricaneHarvery - #PrayersforTexas #12isBack #NBACares","34","342","1.2K","1503855088000","27 Aug 2017","/DwightHoward/status/901859725121347584","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@LisaCampbell102","Lisa Campbell","Emergency Numbers For HOUSTON #HurricaneHarvery Please Share ","3","292","118","1503853600000","27 Aug 2017","/LisaCampbell102/status/901853481090392064","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@SecretaryZinke","Secretary Ryan Zinke","Reported 2 @POTUS the @NatlParkService @USGS @BSEEgov & @Interior lawenforcement is ready able & willing 2 help in any way #HurricaneHarvery","37","69","244","1503853498000","27 Aug 2017","/SecretaryZinke/status/901853053539819520","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@45isDSMClusterB","45isDSMClusterB","THREAD for #HurricaneHarvery #houstonflood info - contacts, addresses, safety, etc. Pls share & add as appropriate","","64","31","1503852649000","27 Aug 2017","/45isDSMClusterB/status/901849494228049920","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@GrrrGraphics","GrrrGraphics Cartoons","#StayStrongHouston Your President is on his way  -Houston #HurricaneHarvery ","9","78","215","1503852461000","27 Aug 2017","/GrrrGraphics/status/901848704251904000","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@SneakerSummit","#SneakerSummit","#HurricaneHarvery Emergency numbers. Pls RT, Like & Share #Houston #houstonflood #hounews","1","69","28","1503852336000","27 Aug 2017","/SneakerSummit/status/901848182828748802","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Paula_White","Paula White-Cain","Lord I pray for all those affected by #HurricaneHarvery -let's all give and make a difference!!  ","5","80","218","1503852189000","27 Aug 2017","/Paula_White/status/901847564781318145","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@LD2K","Chris Manning","Thoughts and prayers to everyone in Texas affected by #HurricaneHarvery ","12","42","311","1503852081000","27 Aug 2017","/LD2K/status/901847112844849153","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@LehnerDigital","Lehner Digital","Twitter platform helping to save lives. Hope that everyone is safe #TexasFlood #HurricaneHarvery $twtr #socialmedia","4","50","81","1503851824000","27 Aug 2017","/LehnerDigital/status/901846033461895168","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@commondefense","Common Defense","Reminder: While thousands in Texas we in need of rescue from #Harvey flooding, Trump's budget cut the Coast Guard by 15%. #HurricaneHarvery ","180","5.4K","5.1K","1503851262000","27 Aug 2017","/commondefense/status/901843675998773248","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@greenpeaceusa","Greenpeace USA","The situation in Houston is terrible. Follow @HarveyRelief to find out who to support and how to help. #HurricaneHarvery ","","52","26","1503850879000","27 Aug 2017","/greenpeaceusa/status/901842068854587392","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@B_ALLO_14","Brian Allen","Sending prayers to all my family and others in the Houston area. Be safe #HurricaneHarvery #PrayForTexas","2","23","143","1503850650000","27 Aug 2017","/B_ALLO_14/status/901841109541933056","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@Thedockta","Joseph Hyser","My FIL Frank Emmitte is trapped 3226 Ave G with 4-5' water. He is elderly, cannot walk well. Pls help, retweet, send info #HurricaneHarvery","12","68","27","1503850381000","27 Aug 2017","/Thedockta/status/901839981026701315","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@bradengw","Gary Braden","Where is US #Military Amphibious vehicles w/#Rescue capability?
#TexasFlood #Victoria #houstonflood  #Houston  #Texas  #HurricaneHarvery ","16","62","68","1503850239000","27 Aug 2017","/bradengw/status/901839383598436358","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@kweenklarke","Kween Koach","thank you Jesus for shelter, for keeping our electricity on, for food & water on the table, for your divine protection. #HurricaneHarvery","","50","77","1503849751000","27 Aug 2017","/kweenklarke/status/901837339307237376","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@IndvsbleTXLege","Indivisible #Txlege","Houston folks, pls check on your elderly neighbors and pass this message along. #txlege #HurricaneHarvery #HoustonFlood","1","47","30","1503849592000","27 Aug 2017","/IndvsbleTXLege/status/901836669925683200","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@EvanMcMullin","Evan McMullin","Another very easy way to help those in need due to #HurricaneHarvery. Please consider donating and sharing with others. ","32","830","989","1503849030000","27 Aug 2017","/EvanMcMullin/status/901834314777862147","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@andrewwpaterson","Andrew Paterson","North side of downtown Houston, Texas along Buffalo Bayou. Photo from University of Houston bldg.
#HurricaneHarvery ","7","281","252","1503848577000","27 Aug 2017","/andrewwpaterson/status/901832414141575168","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@rileyberken","Riley Berkenmeier","Thanks for sinking my Ferrari, Harvey #HurricaneHarvery ","3","21","124","1503848057000","27 Aug 2017","/rileyberken/status/901830233162211328","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@ConservativeTht","David Burke","Federal Officials were on the Ground in Texas before #HurricaneHarvery arrived. President learned from predecessors. http://bit.ly/2ggCArQ ","2","54","77","1503847470000","27 Aug 2017","/ConservativeTht/status/901827771755884545","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@protestcards","Protestcards","This is how Trump is handling #HurricaneHarvery and the emergency in Houston. Harvey is the storm, but Trump is the disaster!
#houstonflood","14","59","87","1503844249000","27 Aug 2017","/protestcards/status/901814262028537856","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HawaiiDelilah","HawaiiDelilah™","610 loop in Houston.  Remember when Trump said ""good luck"" to the people of Tx before #HurricaneHarvery ?  I do.  ","15","87","95","1503843014000","27 Aug 2017","/HawaiiDelilah/status/901809083023577088","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
"@HawaiiDelilah","HawaiiDelilah™","When catastrophe was being predicted for Tx w #HurricaneHarvery , Trump was busy pardoning a fellow criminal racist ","8","127","153","1503840982000","27 Aug 2017","/HawaiiDelilah/status/901800560550182913","https://twitter.com/search?l=en&q=%23TXRescue%20OR%20%23hurricaneharvery%20OR%20%23Huffman%20OR%20%23Livingston%20OR%20%23Cypress%20OR%20%23Woodlands%20OR%20%23Conroe%20OR%20%23Hardin%20OR%20%23Crosby%20OR%20%23Baytown%20OR%20%23Mauriceville%20OR%20%23Daisetta%20since%3A2017-08-14%20until%3A2017-09-09&src=typd&lang=en"
